"challenge_id","question_id","question_text","answer_id","answer_text"
54,266,In what year was Central Park Brass formed?,266,"2002"
54,267,What is the release date stated for The Punisher?,267,"April 16, 2004"
54,268,"What is Casa Loma's elevation above sea level, in metres?",268,"140"
54,269,Proto-Slavic is defined as the last stage of the language preceding what?,269,the geographical split of the historical Slavic languages
54,270,B-Sides was released only in which location?,270,Europe
55,271,How many workers are stated for the nation's largest employer?,271,over two million
55,272,What minimum examination rating is stated for eligibility for appointment?,272,"70 or more"
55,273,Which label range is used for the 15-grade annual basic pay schedule?,273,"""GS-1"" through ""GS-15."""
55,274,How many individuals must an appointing official be able to consider for each position?,274,at least three
55,275,"A term appointment lasts for more than one year, but less than how many years?",275,four years
56,276,What is the estimated number of workers employed in the animal slaughtering and processing industry in 2016?,276,"481,000"
56,277,"As of February 2017, how many meat and poultry plants were there in the United States?",277,"5,282"
56,278,"Programmed inspections are planned based on injury incidence rates, previous citation history, or what?",278,random selection
56,279,OSHA does not fine which group?,279,federal agencies
56,280,When was the MOU between FSIS and FDA most recently amended?,280,January 2000
57,281,"In the parenthetical date range for John Gustav Adolfi, what is the first date shown?",281,"February 19, 1888"
57,282,What 4-digit year appears in the sentence identifying Who's Your Daddy? as an American comedy film?,282,"2002"
57,283,What alternative title is stated for Who's Your Brother?,283,Keep to the Right
57,284,What dollar amount is given for the estimated US box office earnings of The Last Outpost in 1951?,284,"$1,225,000"
57,285,"According to the plot description, how long does Gray Cloud give Vance to free the prisoners?",285,"24 hours"
58,286,Which year is given for Adam Housley joining Fox News Channel (FNC)?,286,"2001"
58,287,What name is given for the National Security Council's senior director for intelligence?,287,Ezra Cohen-Watnick
58,288,What page code did Mark Halperin mention for the item in his hard copy?,288,A16
58,289,"In the stated standard for senior officials learning incidentally collected U.S. person names, what must it have some of?",289,foreign intelligence value
58,290,"In the masking rule for incidentally collected American names, besides ""national security"" and ""crime,"" what additional condition is listed as an exception?",290,if their security is threatened in any way
59,291,On what date was Husain Bey Gouta invested as the heir apparent of the Beylik of Tunis?,291,"1 October 1955"
59,292,"What title meaning ""Bey of the Camp"" is stated as being received by Husain Bey Gouta?",292,Bey al-Mahalla
59,293,On what date was the 2020 season declared void?,293,"20 January 2021"
59,294,The text states the 2020 season was suspended on 27 March 2020 due to what?,294,COVID-19 pandemic
59,295,The club career statistics are stated as current 'As of match played' on what date?,295,"8 July 2023"
60,296,What number is given as the population at the 2010 census for the census-designated place on North Hutchinson Island?,296,"3,501"
60,297,Which population figure is stated for the rural commune in the PEPAM sentence?,297,"43,460"
60,298,What is the United Kingdom theatrical release date for Snow White and the Huntsman?,298,"May 30, 2012"
60,299,"In the opening description of the 2000 adventure drama film directed by Danny Boyle, what year is associated with the novel it is based on?",299,"1996"
60,300,"In the sentence describing the prequel/sequel with new characters played by Emily Blunt and Jessica Chastain, what is the stated form of Stewart’s appearance?",300,archive footage
61,301,How many items does the QASent dataset consist of?,301,"277 questions"
61,302,"After segmentation by NLP4J, how many are indexed (as shown in parentheses)?",302,"28.7M+"
61,303,What is the parenthesized abbreviation associated with mean average precision?,303,MAP
61,304,Selection-based QA remains still important because of its practical value to what?,304,real applications
61,305,Which task does not assume the presence of the answer context within the provided document?,305,answer triggering
62,306,"In Passage 2, what year is given for the melting-out discovery of the Alpine glacier find?",306,"1991"
62,307,What is the rare haplogroup named for the placement described for the Y chromosome?,307,G2A4 haplogroup
62,308,Which publication is named as the place where the genome analysis appeared this week?,308,Nature Communications
62,309,"In Passage 2, what exact phrase states the inheritance path for the mitochondrial DNA?",309,only the female line
62,310,The text says they won't have a clear picture of how Lyme disease evolves until researchers do what?,310,compare the B. burgdorferi genome from Ötzi with more modern incarnations of the pathogen
63,311,What year is stated for the publication of Rector's childhood diaries?,311,"2004"
63,312,Which schooling level is explicitly stated as not attended by Duffy?,312,high school
63,313,What is the parenthesized year shown next to the cartoon title “The 'Outstretched Hand'”?,313,"1940"
63,314,What date is given for when Upton and Blanchett married?,314,"29 December 1997"
63,315,Which named person is identified as the president connected to Shekhawat being a spouse?,315,Pratibha Patil
64,316,"In the Area and climate section, what length is given for the desert?",316,"120 mi"
64,317,Which Köppen code appears in parentheses after the cold desert climate label?,317,BWk
64,318,"For all backroad travel on the Navajo Nation, what is required?",318,A permit
64,319,Which entity is stated as owning the premium beer brand Leffe?,319,InBev Belgium
64,320,In what year was the Berlin Zoological Garden opened?,320,"1844"
65,321,What is the stated total length value for the River Itchen?,321,"28 mi"
65,322,What year is given for the Domesday Book in the Itchen Abbas sentence?,322,"1086"
65,323,Which named bridge is described as being originally opened in 1799?,323,Northam Bridge
65,324,Who is stated to be the navigation authority for the tidal section below Swaythling?,324,Port of Southampton
65,325,"Braxy is usually seen in young sheep, in particular those not protected with what?",325,a Clostridial vaccine
66,326,On what date did James Chadwick receive a knighthood in the New Year Honours?,326,"1 January 1945"
66,327,What cover name was James Chadwick given for security reasons?,327,James Chaffee
66,328,How much did Chadwick start by spending to refurbish the antiquated laboratories at Liverpool?,328,£700
66,329,What did the 1851 Exhibition Scholarship allow Chadwick to do?,329,study and research at a university in continental Europe
66,330,"During his November 1943 tour of Manhattan Project facilities, which site was Chadwick not allowed to see?",330,the Hanford Site
67,331,What date is given for when the official lecture was recorded?,331,June 4
67,332,How many sentences are explicitly counted in the lecture section describing Moby-Dick?,332,"78 sentences"
67,333,Who is named as filling in at the December ceremony?,333,Patti Smith
67,334,Which institution is stated as requiring a lecture?,334,the Swedish Academy
67,335,What prize amount is mentioned as something he could give to the online-summary author?,335,"$923,000"
68,336,The effect is described as being named after which individual?,336,Isidor Isaac Rabi
68,337,What is σ0 described as being?,337,the 2 × 2 identity matrix
68,338,On what date was the official naming citation published by IAU's WGSBN?,338,"7 February 2022"
68,339,"In the equation for the characteristic angular frequency, ω is shown as equal to what expression after the final equals sign?",339,γ B
68,340,"In the degenerate case where E+ = E−, what does the text state about the characteristic frequency?",340,"0"
69,341,"In Passage 1, what was the trip duration described as normal?",341,"25-minute drive"
69,342,"In Passage 3, what hyphenated size descriptor is used for the Alawite community?",342,"2.5 million-strong"
