"challenge_id","question_id","question_text","answer_id","answer_text"
1115,5374,"MILCON activities cannot be appropriated, obligated, or expended unless the funds meet what requirement?",5374,specifically authorized by law
1115,5375,"In the definition sentence for an “unexpended balance,” what phrase describes the obligated portion of the total?",5375,obligated but unliquidated
1116,5376,"What date appears immediately after the words ""Accepted on""?",5376,29 May 2019
1116,5377,How many journal articles were assessed for the location of primary archaeobotanical data?,5377,239
1116,5378,What overall percentage is stated for articles that shared their primary data?,5378,56%
1116,5379,Open Data is stated to be one of how many core principles for promoting transparency in social science?,5379,three
1116,5380,"When primary data was not shared, what did the available data range from?",5380,summary statistics
1117,5381,What year did Parliament pass the London Paving and Lighting Act?,5381,1766
1117,5382,"In 1748, as what resident was Margaret Stevenson listed in the Rate Books?",5382,twenty-seventh
1117,5383,How many new houses were constructed below the original houses after the embankment extension?,5383,ten new houses
1117,5384,What was the stated reason Mrs. Stevenson wasn’t included in the directories?,5384,She didn’t meet the criteria of being a merchant or trader.
1117,5385,Which years are given for Franklin’s time spent in Philadelphia?,5385,1762 to 1764
1118,5386,On what date did AMX terminate development?,5386,1 April
1118,5387,In what year was the Katy Freeway (I-10 in Houston) section widened to as many as 26 total lanes?,5387,2008
1118,5388,"Before being substituted in the EFL Trophy match against Brighton & Hove Albion U23, how many minutes did Schumacher play?",5388,61 minutes
1118,5389,The preliminary order for twelve FCM F1s was to be delivered starting when?,5389,May 1941 onward
1118,5390,The access road lanes are described as not technically part of what?,5390,the freeway itself
1119,5391,"In the election remark, what vote share is stated?",5391,more than 60%
1119,5392,What place does Jay name after being asked where he is?,5392,Staniard Creek
1119,5393,What exact time is given for the party?,5393,2pm
1119,5394,What duration restriction is stated by Mommy?,5394,not for too long.
1119,5395,"In Angela's warning using an 'if' clause, what action is he said to probably do?",5395,chase her to death.
1120,5396,What country appears first in the list of countries that the Maghreb is composed of?,5396,Algeria
1120,5397,"In the Great Barrier Reef video snippet, what date follows the words ""Published on""?",5397,"Nov 17, 2012"
1120,5398,What dollar amount was offered for a suitable mate at the Darwin Station?,5398,"$10,000"
1120,5399,"In the Euclid section, Book 1 Postulate 4 says all right angles are what?",5399,equal
1120,5400,"According to Note 2 in Scheduling, the final six transmission runs were shown on which channel?",5400,BBC Two
1121,5401,What time did the mistress of the house mention when speaking about telling the story of Rosina?,5401,two in the morning
1121,5402,"In the description near the start, what is the stated distance from Vendome?",5402,a hundred paces
1121,5403,What is the Christian motto shown on the sundial?,5403,_Ultimam cogita_.
1121,5404,"According to the opened will, who received the whole of her property?",5404,the hospital at Vendome
1121,5405,"For how long was the place to be left in its state, counting from the day of her death?",5405,fifty years
1122,5406,"In Passage 1, what date is given for the limited release and video on demand release by ARC Entertainment?",5406,"July 17, 2015"
1122,5407,"In Passage 2, what release date is stated for The Wannabe?",5407,"December 4, 2015"
1122,5408,"In Passage 6, what total amount was raised when the Kickstarter goal was met?",5408,"$65,342"
1122,5409,"In Passage 1 (Production), what earlier title is stated for the film?",5409,Truck Stop
1122,5410,"In Passage 7, what date is stated for when the bonus episode aired?",5410,"May 28, 2018"
1123,5411,What time does Daniel give for arriving home?,5411,10 p.m.
1123,5412,How long does Baron say he can generate gossip for?,5412,7.5 minutes
1123,5413,What is the listed cost of the 7-day pass?,5413,US$ 72
1123,5414,"Carleigh answers ""Depends""; what does she say it depends on?",5414,my mood
1123,5415,"In Pascal's dialogue, what may they have to look for if it happens again?",5415,a new school
1124,5416,Provide the date shown in parentheses after the person’s name in the entry for Ashrita Shetty.,5416,16 July 1993
1124,5417,Which year is stated for when Grass Root Film Company was established?,5417,2012
1124,5418,What exact date is given for when the Interstellar soundtrack album was released via a label mentioned in the text?,5418,"November 17, 2014"
1124,5419,Name the company associated with the 1974 release of The Godfather Part II soundtrack.,5419,ABC
1124,5420,Which soundtrack album is described as not including any drama tracks?,5420,Remastered Tracks Rockman Zero: Mythos
1125,5421,What is the smallest nanometer size stated in the range for magnetotactic crystals?,5421,30 nanometers
1125,5422,Which year is stated for Potton Island flooding?,5422,1884
1125,5423,What year is given for the introduction of throttle-body injection?,5423,1988
1125,5424,"In most jurisdictions, the year is dictated by the year of what?",5424,truck's chassis
1125,5425,What has been reported regarding both of these generalities?,5425,Exceptions
1126,5426,What was the amount raised to finance the First Dail?,5426,$5 million
1126,5427,On which lap did Danica Patrick make an unscheduled stop for a flat tire?,5427,lap 37
1126,5428,"In the deal described, what were the withdrawing Soviet troops providing in return for non-action?",5428,weapons and supplies
1126,5429,What reason is given for Sully selecting the Sioux City Cavalry as his escort and guard over other cavalry units?,5429,the previous experience of its members
1126,5430,Why was the throne given to Ceol's brother instead of to his son Cynegils?,5430,Cynegils was presumably too young to inherit the throne
1127,5431,"What date is stated after the words ""released on"" for Mage Gauntlet?",5431,"October 20, 2011"
1127,5432,"In the control configuration description, what phrase comes immediately after ""eight directional joystick and""?",5432,five action buttons
1127,5433,Which entity is named as the recipient of the US$200 million account?,5433,N. W. Ayer
1127,5434,What number is given as the minimum age for participating in the promotion?,5434,16
1127,5435,What is the issue name stated for her first Charlton appearance?,5435,"Nyoka, Jungle Girl #14"
1128,5436,What total size is stated for the unicameral Jatiyo Sangshad?,5436,350 members
1128,5437,On what date did the U.S. Coast Guard start pre-construction plans for a chain of Loran-C radio stations to serve Southeast Asia?,5437,15 January 1966
1128,5438,What number is given for the crowd at New York's Madison Square Garden when Battalino defeated Al Singer?,5438,"17,000"
1128,5439,Which mechanisms are described as weak at the beginning of Paragraph 3?,5439,the ILOs enforcement and sanction mechanisms
1128,5440,Which limit is mentioned as being exceeded by both boxers?,5440,featherweight limit
1129,5441,"In the list labeled “(1)” for bringing rotators into the agency, what program name appears?",5441,the IPA program
1129,5442,What kind of leave is mentioned for rotators appointed under VSEE?,5442,a nonpaid leave of absence
1129,5443,Per diem allowances are available for up to what length of time?,5443,2 years
1129,5444,NSF caps VSEE rotators’ salaries at the federal maximum because they are what?,5444,federal employees
1129,5445,The changes did not apply to IPA rotators with agreements made when?,5445,prior to 2017
1130,5446,"How many units are stated for the public housing complex in San Juan, Puerto Rico?",5446,417
1130,5447,"In 2009, there were fewer than what number of examples of the Villanuco de Las Encartaciones?",5447,fifty
1130,5448,What median lifespan is given for the Affenpinscher?,5448,11.4 years
1130,5449,What code name is stated for África de las Heras Gavilán?,5449,Patria
1130,5450,"Which breed name appears immediately after the words ""all but the""?",5450,Pachón de Vitoria
1131,5451,Which organization does Ato Boldon work for as a television broadcast analyst for track and field?,5451,NBC Sports
1131,5452,What birth date is shown in parentheses for Glen Mills OD?,5452,14 August 1949
1131,5453,What is the time listed in parentheses for the men aged 90–94 100 m sprint record?,5453,18.08 seconds
1131,5454,Which stimulant is explicitly connected by 'since' to the statement about not being suspended or sanctioned?,5454,ephedrine
1131,5455,What category is explicitly stated as not included in the ratified total?,5455,rescinded records
1132,5456,BLM’s mission is to maintain public lands for which generations?,5456,present and future generations
1132,5457,Where is the headquarters office located?,5457,"Washington, D.C."
1132,5458,How many BLM field offices with ongoing oil and gas development activities are mentioned?,5458,33
1132,5459,What per-day assessment amount is stated for drilling violations?,5459,$500 per day
1132,5460,"Under the schedule, how often must each field office receive an internal control review when a state office has four or fewer oil and gas field offices?",5460,at least once every 3 years
1133,5461,What approximate count is given for active duty dentists in the three named dental corps?,5461,"3,000"
1133,5462,What approximate number is stated for dental clinics serving over 1.3 million servicemembers?,5462,247
1133,5463,"Under the services’ AFHPSP program, what is the minimum active duty service obligation for students receiving benefits?",5463,2-year minimum obligation
1133,5464,What date is specified as the latest for the DHA Director to assume responsibility for administering each military treatment facility?,5464,"September 30, 2021"
1133,5465,Which procedure is named in parentheses as the carve-out when dental care was intended to be excluded from the transfer?,5465,oral and maxillofacial surgery
1134,5466,On what date was Oliver returned as Member of Parliament for City of London?,5466,11 July 1770
1134,5467,How many wards did Fr.Jacob Mannalal divide the parish into?,5467,30 wards
1134,5468,What acreage is stated for Hampton University's main campus?,5468,314 acres
1134,5469,The text says the 9M8M2 has a lower maximum engagement altitude and shorter range in exchange for what?,5469,better performance in engaging aircraft close to the battery
1134,5470,Which bi-monthly issue months are mentioned after June/July?,5470,August/September
1135,5471,In what year did H. H. Hunnewell make a donation that helped Asa Gray revise and complete his Flora of North America?,5471,1873
1135,5472,What is Robert Flanigan's middle name?,5472,Lee
1135,5473,What was the barbershop quartet formed in early 1948 called?,5473,Hal's Harmonizers
1135,5474,What month and year did Chris Shinn start as the lead singer of the band Live?,5474,March 2012
1135,5475,How many exceptions are noted to the estates and adjacent farmland still being owned by his descendants?,5475,one
1136,5476,What is the stated start time for fund-raising for the two Air Force windows?,5476,September 1957
1136,5477,How many observatories were built throughout China?,5477,27
1136,5478,What length of year did Guo calculate in 1280?,5478,365.2425 days
1136,5479,The contradiction between claims led to the agreement's termination as of what date?,5479,"November 1, 1972"
1136,5480,"In some areas, no changes can be made to what items?",5480,the axles or wheels
1137,5481,Which city is stated as Senegal's economical and political capital?,5481,Dakar
1137,5482,Senegal is officially described as what?,5482,the Republic of Senegal
1137,5483,"What is stated as the meaning of ""Sunuu Gaal""?",5483,Our Boat
1137,5484,The Cyclades are bounded to the south by which sea?,5484,Sea of Crete
1137,5485,What instruction is given about washing fresh spinach before storing?,5485,Do not wash it
1138,5486,What is the maximum duration Josh says they might have to wait?,5486,5 hours
1138,5487,Which date does Kate give when asked about the big date?,5487,March 15th
1138,5488,At what time does Karen say the noise begins?,5488,6 am
1138,5489,What is Ursula's response about completing the last section on the back?,5489,No need
1138,5490,What exact phrase does Karie use to introduce her instruction about Berry arriving late?,5490,If you're late
1139,5491,What is the email address shown inside angle brackets after the preparer's name?,5491,asschers@aia.net.au
1139,5492,Who is named after the words “Translated by” near the start?,5492,Benjamin Jowett
1139,5493,What location is given after “SCENE:”?,5493,The Prison of Socrates
1139,5494,"In the Laws’ statement, how many-times-wrong is the disobedient person said to be?",5494,thrice wrong
1139,5495,"In the passage about not leaving the city, what place is named in the “except once” clause?",5495,the Isthmus
1140,5496,What finger-based measurement is given for the crocodile-shaped wax figurine's length?,5496,seven fingers
1140,5497,What line count is stated for the vast poem described as a starting-point?,5497,"19,000 lines"
1140,5498,"In the description of two particle types, what does the longer particle contain?",5498,RNA 1
1140,5499,What is the stated upper time limit for how long the resting spores contain the viral RNA and movement protein?,5499,30 years
1140,5500,On what date is the named day of observance celebrated each year?,5500,10 January
1141,5501,What number did Willow give for the ticket amount?,5501,200
1141,5502,Which code was given for the Caracas Amsterdam flight?,5502,VVIHC2
1141,5503,What time-before-departure window was stated for when registration becomes available?,5503,24h before departure
1141,5504,What short phrase followed Nicolas saying he'll be up town later?,5504,if u come
1141,5505,What did Kelly say each one can do?,5505,stand on it's own
1142,5506,Which language do Fennec extensions use?,5506,XUL
1142,5507,"Wet Wet Wet's version of ""Love Is All Around"" was recorded on what date?",5507,4 January 1994
1142,5508,"What meaning is stated for the Latin term from which the English word ""organ"" derives?",5508,instrument
1142,5509,Volatility is directly related to a substance's what?,5509,vapor pressure
1142,5510,"In the shape classification, a gland is termed a tubular gland if it retains its shape as what throughout?",5510,a tube
1143,5511,What is the exact date given for the show's first appearance?,5511,14 August 2000
1143,5512,"Which TV channel is named immediately after the words ""on"" and before the date in the first sentence?",5512,BBC Two
1143,5513,In what year were recordings switched to Glasgow and the BBC Pacific Quay studio centre?,5513,2009
1143,5514,"If the vote comes to a tie, who can decide which of the tied players should leave?",5514,Strongest Link
1143,5515,"Which exception is listed with the parenthetical country label ""(Brazil)""?",5515,Fausto Silva
1144,5516,What date is shown in parentheses after the sentence about material being challenged and removed?,5516,November 2015
1144,5517,How many synthetic types of vitamin K are stated to be known?,5517,Three
1144,5518,What is the adult men value in the sentence giving current daily AIs for vitamin K?,5518,120 μg
1144,5519,"In the description of its mechanism, warfarin works by doing what to vitamin K?",5519,blocking recycling
1144,5520,"In the sentence starting ""All forms of K2 other than"", which MK form appears immediately after that phrase?",5520,MK-4
1145,5521,What is the stated total number of early-entrants?,5521,93
1145,5522,"What number appears immediately before the words ""International Players"" in the opening summary?",5522,30
1145,5523,Which person is named as the agent that was hired by Rajon Rondo?,5523,Bill Duffy
1145,5524,What named rule source is said to allow Tiago Splitter to withdraw and become automatically eligible next season?,5524,CBA rules
1145,5525,What must happen for Kyle Lowry to attend the Orlando pre-draft camp?,5525,if invited
1146,5526,What date is given for Irízar reaching Buenos Aires?,5526,3 September 2008
1146,5527,Which year is stated for the canopy reconstruction?,5527,1911
1146,5528,What name did his teammates give Wilson?,5528,Boojum
1146,5529,What does the text say the failed breakout attempt was partly because of?,5529,the rain in the previous day
1146,5530,Which track is described as absent from the soundtrack?,5530,O Children
1147,5531,What is the paper's stated publish date?,5531,22 May 2023
1147,5532,How many epochs are the models trained for in the described settings?,5532,320 epochs
1147,5533,What is the stated simulation duration for all SNNs?,5533,T = 4
1147,5534,"In the spiking neuron model settings, what value is set for V reset?",5534,V reset = 0
1147,5535,"What does the symbol ""-"" indicate?",5535,no significant correlation
1148,5536,"What time did Ryan propose with the word ""maybe""?",5536,9pm
1148,5537,What location is named as the assembly point?,5537,"the Queen's Wing lawn, South Door side."
1148,5538,Which television model did Carl name?,5538,Philips Ambilight 55 E524532
1148,5539,"How often were the streets patrolled, according to Daniel?",5539,twice a day
1148,5540,What activity is mentioned as the alternative plan if Amanda can't find one?,5540,go for a walk
1149,5541,What dollar amount is stated as the high figure for the SBA's appropriations in FY2018?,5541,$2.359 billion
1149,5542,"Under the SBA's Microloan program, what is the stated maximum size of the ""microloans""?",5542,"up to $50,000"
1149,5543,Which identifier is attached to the item that requires the President to provide a separate statement of the appropriations request for Advocacy?,5543,P.L. 111-240
1149,5544,Which fiscal-year range is explicitly stated as missing for the described funding data?,5544,FY2006-FY2010
1149,5545,How many lead service centers are stated for the SBDC program?,5545,63
1150,5546,Which room number is given as the lecture location?,5546,202
1150,5547,What time does Fifi propose for Jake to come by?,5547,18:30
1150,5548,What date does Wyatt provide?,5548,September 17
1150,5549,"In Ron’s request, what words come immediately after “white room”?",5549,only once
1150,5550,What are the last two words in Kaelynn’s final message?,5550,feel better
1151,5551,"In the Gerry and the Pacemakers passage, in what year did Gerry Marsden form the group?",5551,1959
1151,5552,"Which company complained, triggering the forced name change described for the group's original name?",5552,Mars Company
1151,5553,The Bluebells were active between which years?,5553,1981 and 1986
1151,5554,"In the Mohs scale passage, what year is given for when it was created?",5554,1812
1151,5555,The UK Singles Chart record mentioned for the band was not equalled for how long?,5555,20 years
1152,5556,What amount is given for the cost of the large slated building?,5556,£500
1152,5557,On what date did the three sisters take up residence in their newly built convent?,5557,25 September
1152,5558,What was the annual rent Philip de Beckbury agreed to pay to the priory?,5558,one mark
1152,5559,"In Team Co-op, who fights on the same side and at the same time?",5559,both human players
1152,5560,What two-word condition appears immediately before the statement about the characters' starting life being adjusted?,5560,"If set,"
1153,5561,"In the opening paragraph, what hyphenated age phrase is used for Seeger?",5561,94-year-old
1153,5562,What exact date is given for his birth in New York?,5562,"May 3, 1919"
1153,5563,For how long did the song “Good Night Irene” top the charts?,5563,13 weeks
1153,5564,The Weavers were blacklisted from radio and TV for what stated reason?,5564,their left-wing politics
1153,5565,What did “Hootenanny” require Mr. Seeger to sign?,5565,a loyalty oath
1154,5566,What size measurement is stated for the stage?,5566,75' x 32'
1154,5567,Which month and year are given for when the tour was officially announced?,5567,November 2009
1154,5568,What amount is stated as the worldwide earnings for the trek in 2010?,5568,over $100 million
1154,5569,The album was released four days early to coincide with Bublé's appearance on what show?,5569,The Oprah Winfrey Show
1154,5570,A special edition of the album was made available only through which sales channel?,5570,Bublé's official online store
1155,5571,On what date did the branch open?,5571,"September 12, 1902"
1155,5572,What completion ratio is stated for passes on the drive?,5572,8/10
1155,5573,What is the name given for the third album mentioned at the end of the paragraph?,5573,All Eyez on Me
1155,5574,The lease assignment on December 1 was done to allow access to what?,5574,the bridge
1155,5575,Each game lasts a maximum of how many rounds?,5575,five rounds
1156,5576,What distance is stated for the Regulus-to-Cassim run?,5576,five hundred light-years
1156,5577,What duration of Earthtime is given for making the Regulus-to-Cassim run?,5577,fifty days of Earthtime
1156,5578,"In the amenities list, what three-word phrase begins with the number ""two""?",5578,two swimming pools
1156,5579,"According to the text, what can a quarantine only do to contagion?",5579,hinder it
1156,5580,The computed course to the nearest star would not be used unless there was what among the crew?,5580,mutiny
1157,5581,What exact title does Jacqui give for her website idea?,5581,The Institute of Self-Tuition
1157,5582,What range is stated for the total cost?,5582,between two and three hundred dollars
1157,5583,Which number is given as the hotel discount?,5583,25
1157,5584,What must Rhonda have on when not in uniform?,5584,your ID
1157,5585,What is the election commissioner's full name?,5585,Bob Ridgefield
1158,5586,What is the stated death toll phrase associated with the war in Syria?,5586,"more than 100,000"
1158,5587,"In the first photo entry, what text appears immediately after the words “Hide Caption”?",5587,1 of 222
1158,5588,The government pledged to give up its chemical weapons to avoid what?,5588,a United States airstrike
1158,5589,What exact phrase describes how the neighboring state is said to have acknowledged its nuclear weapons arsenal?,5589,never formally acknowledged
1158,5590,The offer represented a subtle shift in tone from the government’s portrayal of the armed rebellion as what?,5590,a foreign-led conspiracy
1159,5591,What date is given for Stoilov taking over Levski Sofia for the second time?,5591,1 September 2021
1159,5592,What name is given to the amagmatic deeps between 19°45'N and 21°10'N?,5592,Central Graben
1159,5593,"In technical circles, what term is preferred instead of the discouraged one?",5593,gas holder
1159,5594,"After the grudge match on May 4, what consequence is stated for Soya's position?",5594,lost his job as the matchmaker of Wrestle-1
1159,5595,Which newcomer is explicitly stated as the exception to being signed as a free agent?,5595,Welton
1160,5596,What is the stated area (in km2) of the Taklamakan Desert?,5596,337000 km2
1160,5597,What is the symbol given for a microsecond?,5597,μs
1160,5598,On what date is the Battle of Trafalgar stated to have occurred?,5598,21 October 1805
1160,5599,Which kind of shadow of the Himalayas is explicitly mentioned?,5599,the rain shadow
1160,5600,"In the Wicca section, what does it say the besom does not usually do?",5600,touch the ground
1161,5601,What is the stated build cost of the Gateshead Millennium Bridge?,5601,£22m
1161,5602,What is the minimum time stated for the bridge to rotate through the full 40°?,5602,4.5 minutes
1161,5603,What time is given for the current men's world record?,5603,43.18 seconds
1161,5604,"In the Notes, the label ""A"" is defined as a time set at what?",5604,altitude
1161,5605,"In the solar transit description, a solar eclipse is technically a solar transit only if it does not cover the entire disc of the Sun (an ____).",5605,annular eclipse
1162,5606,In what year was Perry Bridge built?,5606,1711
1162,5607,How long was Wham!'s visit to China in 1985?,5607,10-day
1162,5608,"In Toronto, Ostry served as Canada's sherpa during which summit?",5608,1988 G7 Summit
1162,5609,"At the U.S.-Canada border's Peace Arch crossing, I-5 continues as what?",5609,British Columbia Highway 99
1162,5610,What is not required for admission to USU's medical school?,5610,prior military service
1163,5611,What month and year are given for the start of Cushman spending much of his time in England?,5611,September 1617
1163,5612,From which organization did Carver and Cushman secure a patent by June 1619?,5612,Virginia Company
1163,5613,"According to the author note at the start of the play, what does it say is the most important thing about the play?",5613,things happen simultaneously
1163,5614,What hyphenated duration is given for the May 29 draw between Shibutani and Kana?,5614,fifteen-minute
1163,5615,"When asked to join them, what two-word phrase describes The General's response?",5615,politely declines
1164,5616,"In Paragraph 1, what year is given for the start of deliveries to U.S. forces?",5616,2008
1164,5617,"In Paragraph 8, what numeric value is stated for the Sidewinder's diameter?",5617,5 inches
1164,5618,"In Paragraph 16, on what date did the second round occur?",5618,28 December 2008
1164,5619,"In Paragraph 9, what does the algorithm update?",5619,a Theoretical Arrival Time
1164,5620,"In Paragraph 9, when a cell is nonconforming, what happens to TAT?",5620,left unchanged
1165,5621,What exact date is given for Ray leaving the Navy?,5621,30 June 1949
1165,5622,Which location is stated as Robert Paul Smith’s birthplace?,5622,Brooklyn
1165,5623,What year is stated for Joseph J. Sullivan’s first performance of the song?,5623,1888
1165,5624,Ray’s tombstone promotion to rear admiral is attributed to what?,5624,his combat decorations
1165,5625,"At the time the document was co-signed, Baron is described as what?",5625,a fifteen-year-old minor
1166,5626,What number did Sean reply with?,5626,221!
1166,5627,"Which precise time did Patrick state after saying ""You said 6""?",5627,5.48
1166,5628,"In Greg’s cashback message, what amount is stated as the monthly maximum?",5628,50 quid
1166,5629,"According to Carl, what value does x equal?",5629,5
1166,5630,Ed gives a cutoff time for arriving home to still join; what is it?,5630,3pm
1167,5631,"What is the value shown after the label ""Publish Date:""?",5631,Unkown
1167,5632,After how many time steps does the text say the cumulative reward is taken as its fitness?,5632,5000 time steps
1167,5633,What sizes are given for the two hidden layers?,5633,30 and 15 neurons
1167,5634,"What is the notation shown after the symbol ""∼"" for x i?",5634,"U (0, 1)"
1167,5635,"In the statement about d e = 1, what happens to the value of each ingredient when the environmental transition happens?",5635,fully reverses
1168,5636,What is the paper title?,5636,Compressed quantum error mitigation
1168,5637,What is the publish date?,5637,10 May 2023
1168,5638,How many parameters are stated for a denoiser of depth M?,5638,34M
1168,5639,Which γ value is stated to mean that all signs are positive?,5639,γ = 1
1168,5640,What p value is specified as the default unless noted otherwise?,5640,p = 0.01
1169,5641,What date is given for the flotilla arriving at Hong Kong?,5641,15 October 1926
1169,5642,What total number is estimated for people mobilised during the war?,5642,127 million
1169,5643,How many families did Lambe establish?,5643,three families
1169,5644,What percent above market values is stated for the companies' post-money valuations on average?,5644,50%
1169,5645,What duration is stated for how long the clones last?,5645,10 minutes
1170,5646,"In academic year (AY) 2017-2018, how many institutions of higher education (IHEs) participated in the federal student aid programs authorized under Title IV?",5646,"6,700"
1170,5647,What Public Law number is shown in parentheses after “HEA;”?,5647,P.L. 89-329
1170,5648,What date was established as the new effective date for the regulations in the Final Rule?,5648,"July 1, 2019"
1170,5649,"According to the procedures section, borrowers may have their loans discharged in one of how many ways?",5649,two
1170,5650,Within what time period prior to closure must a student have withdrawn to meet the typical eligibility criterion?,5650,120 days
1171,5651,How many phases were the general elections in India held in?,5651,7 phases
1171,5652,What is the number of unique accounts in the set named $\mathbf {S}$?,5652,"49,433,640"
1171,5653,How many attributes does the Twitter API user object consist of in total?,5653,34 attributes
1171,5654,What is the symbol used for the set of verified handles?,5654,$\mathbf {P}$
1171,5655,"Due to Twitter API constraints, how often were user-profile snapshots collected for follower handles?",5655,once a week
